,name,owgr_points_current_avg,driving_dist_avg,next_years_rank,top_tens,gir_pct,sg_p_avg,driving_acc_pct,scrambling_pct,adj_scoring_avg,sg_ott_avg,sg_apr_avg,sg_arg_avg,rounds,year
2642,Pat Perez,1.15,291.4,138,,65.42,0.221,63.64,58.35,70.826,0.319,-0.048,0.001,70.0,2011
2643,Marc Leishman,1.13,296.0,85,,64.43,-0.099,54.41,58.53,70.948,-0.116,0.034,0.207,80.0,2011
2644,Nick O'Hern,1.1,276.3,258,,66.67,-0.056,71.67,59.22,70.8,0.013,0.127,0.378,76.0,2011
2645,Michael Thompson,1.09,291.0,80,,65.3,0.448,60.14,60.75,70.942,-0.335,-0.321,0.156,69.0,2011
2646,Brian Gay,1.04,269.8,280,,63.44,0.556,72.77,63.78,70.214,-0.36,0.117,0.425,74.0,2011
2647,Hunter Haas,1.02,288.5,492,,66.24,0.364,63.76,59.93,70.826,-0.015,-0.141,0.074,85.0,2011
2648,Chris Stroud,1.0,291.2,236,,67.0,-0.155,60.03,57.31,70.838,-0.06,0.23,0.041,78.0,2011
2649,Justin Leonard,1.0,280.1,311,,64.91,-0.11,65.29,61.97,71.002,-0.257,-0.07,0.338,74.0,2011
2650,Blake Adams,0.99,292.1,140,,65.48,0.475,65.79,60.63,70.7,0.241,-0.453,0.148,105.0,2011
2651,Tom Gillis,0.97,290.1,142,,66.36,-0.436,64.11,55.86,71.134,0.076,-0.212,-0.001,50.0,2011
2652,Chris Couch,0.97,296.8,395,,64.99,0.397,64.96,60.87,70.595,0.606,-0.345,-0.208,68.0,2011
2653,D.J. Trahan,0.95,298.6,305,,68.99,-0.815,59.81,58.27,70.87,0.565,0.405,0.015,83.0,2011
2654,Ryuji Imada,0.93,283.4,524,,64.26,-0.157,60.36,58.8,71.115,-0.211,-0.085,0.337,76.0,2011
2655,J.J. Henry,0.92,291.1,161,,68.96,0.139,66.43,56.03,70.671,0.239,0.08,-0.086,79.0,2011
2656,Johnson Wagner,0.92,282.2,100,,67.17,0.427,67.35,57.8,70.654,-0.059,-0.119,-0.192,70.0,2011
2657,Greg Chalmers,0.91,279.6,57,,61.24,0.635,62.42,65.17,70.596,-0.411,-0.057,0.253,79.0,2011
2658,Cameron Tringale,0.88,294.3,150,,67.3,0.197,60.99,57.69,70.751,0.154,-0.133,0.022,97.0,2011
2659,Arjun Atwal,0.85,284.8,527,,63.25,0.044,56.31,55.65,71.444,-0.705,0.241,0.011,83.0,2011
2660,Matt Jones,0.85,293.9,497,,62.36,0.002,55.52,56.96,71.517,-0.135,-0.506,0.262,64.0,2011
2661,David Hearn,0.79,290.9,203,,68.82,0.223,63.36,59.47,70.709,0.217,0.016,-0.234,76.0,2011
2662,Troy Matteson,0.76,300.2,167,,65.64,-0.15,58.83,55.58,71.184,0.295,-0.089,-0.218,81.0,2011
2663,David Mathis,0.74,282.0,303,,64.29,0.215,66.82,60.81,70.899,-0.091,0.003,-0.032,70.0,2011
2664,Vaughn Taylor,0.72,284.1,488,,66.04,0.153,64.22,58.46,70.909,-0.294,0.191,0.028,83.0,2011
2665,Michael Bradley,0.71,290.7,541,,67.62,-0.196,57.03,51.72,70.877,-0.572,0.448,0.234,59.0,2011
2666,Briny Baird,0.7,289.1,445,,69.14,0.078,68.74,60.0,70.435,0.101,0.252,0.112,49.0,2011
2667,Tim Herron,0.7,291.8,288,,65.64,0.148,57.29,59.08,70.634,-0.125,-0.122,0.221,77.0,2011
2668,Bill Lunde,0.7,291.5,357,,69.38,0.003,61.11,56.7,71.046,0.156,0.027,-0.126,77.0,2011
2669,Ben Curtis,0.7,276.7,82,,65.82,0.239,71.91,61.58,70.839,-0.046,-0.063,0.06,62.0,2011
2670,Matt Bettencourt,0.69,288.3,646,,62.1,0.079,56.51,54.97,71.689,-0.267,-0.309,-0.269,77.0,2011
2671,Jason Bohn,0.69,284.9,267,,67.3,-0.069,67.48,58.25,71.336,-0.103,0.167,-0.139,67.0,2011
2672,Josh Teater,0.68,302.3,188,,66.89,-0.089,61.48,54.45,71.057,0.632,-0.39,-0.068,92.0,2011
2673,Stephen Ames,0.67,283.8,542,,65.3,0.012,67.44,60.59,71.121,-0.131,0.029,-0.171,60.0,2011
2674,Alex Cejka,0.67,280.3,484,,66.1,-0.665,66.42,56.94,71.178,-0.145,0.259,0.413,47.0,2011
2675,Roland Thatcher,0.66,293.1,412,,64.26,0.194,61.16,58.0,71.478,-0.007,-0.259,-0.419,61.0,2011
2676,Kevin Stadler,0.65,293.2,122,,68.06,-0.426,63.25,52.39,71.295,0.109,0.4,-0.301,73.0,2011
2677,Dean Wilson,0.62,276.8,893,,62.63,0.492,65.27,61.63,71.195,-0.863,0.073,0.079,57.0,2011
2678,Steven Bowditch,0.62,308.3,615,,63.62,0.161,55.12,52.33,71.221,0.339,-0.615,-0.153,78.0,2011
2679,Garrett Willis,0.61,279.7,713,,64.41,-0.031,67.85,58.14,71.458,-0.066,-0.037,-0.144,64.0,2011
2680,Michael Putnam,0.6,297.2,358,,64.37,0.423,54.72,58.17,70.989,0.02,-0.418,-0.187,53.0,2011
2681,John Merrick,0.59,297.2,217,,68.69,0.058,67.31,58.03,70.423,0.319,0.134,-0.081,60.0,2011
2682,Billy Mayfair,0.59,283.3,306,,68.77,-0.237,70.41,60.87,70.747,0.213,0.116,0.292,85.0,2011
2683,Chris DiMarco,0.56,277.9,391,,65.11,-0.145,66.67,60.47,70.909,-0.313,0.383,0.053,82.0,2011
2684,Matt McQuillan,0.55,285.4,626,,62.63,0.436,64.45,57.57,71.635,-0.363,-0.188,0.031,48.0,2011
2685,Tim Petrovic,0.55,280.5,436,,62.17,0.177,64.73,60.49,71.326,-0.316,-0.247,0.267,77.0,2011
2686,James Driscoll,0.54,298.5,317,,63.5,-0.025,55.79,56.91,71.277,-0.243,-0.226,0.285,61.0,2011
2687,Bio Kim,0.54,296.1,326,,59.49,0.033,52.87,54.85,71.696,-0.563,-0.838,0.515,58.0,2011
2688,Bobby Gates,0.53,297.4,431,,64.71,-0.452,60.1,51.49,71.616,0.133,-0.183,-0.396,67.0,2011
2689,Billy Horschel,0.53,291.0,293,,67.07,-0.024,66.22,54.03,71.512,0.31,-0.29,-0.189,62.0,2011
2690,Rod Pampling,0.5,291.6,272,,65.89,0.13,66.7,63.1,70.803,0.193,-0.18,0.353,60.0,2011
2691,Cameron Beckman,0.5,284.3,687,,63.18,-0.112,61.05,56.76,71.642,-0.423,-0.061,-0.057,64.0,2011
2692,Richard Johnson,0.49,276.6,573,,63.41,0.117,63.46,54.19,71.902,-0.689,-0.335,-0.137,54.0,2011
2693,Kevin Kisner,0.49,284.3,470,,60.59,0.139,60.96,54.85,71.858,-0.247,-0.707,-0.09,57.0,2011
2694,Scott McCarron,0.48,291.6,679,,60.75,0.519,64.63,60.56,71.127,0.181,-1.24,0.193,54.0,2011
2695,Chris Riley,0.48,279.3,486,,64.81,-0.292,70.19,61.62,71.143,-0.087,-0.301,0.59,68.0,2011
2696,Daniel Summerhays,0.48,284.9,222,,63.24,-0.292,62.83,55.07,72.487,-0.719,-0.434,-0.134,66.0,2011
2697,Joe Ogilvie,0.47,291.6,632,,62.6,0.167,56.62,56.98,71.215,-0.271,-0.236,0.034,61.0,2011
2698,Joe Durant,0.47,283.6,415,,71.26,-0.861,75.65,59.1,71.428,0.382,0.494,-0.246,64.0,2011
2699,Shane Bertsch,0.46,280.1,716,,64.38,0.146,67.05,59.33,70.869,-0.245,0.199,0.267,52.0,2011
2700,Colt Knost,0.45,279.0,304,,62.01,0.271,66.02,55.34,71.747,-0.229,-0.672,-0.037,67.0,2011
2701,Shaun Micheel,0.42,286.1,798,,63.01,0.138,55.71,58.64,71.675,-0.64,-0.319,0.245,65.0,2011
2702,Woody Austin,0.42,287.6,478,,66.88,0.037,66.21,63.92,70.943,-0.149,0.588,0.011,50.0,2011
2703,William McGirt,0.42,289.9,186,,68.63,0.185,60.78,59.75,70.726,-0.039,-0.021,0.036,92.0,2011
2704,Steve Flesch,0.41,282.5,737,,59.85,0.32,61.43,57.0,71.119,-0.46,-0.367,0.253,78.0,2011
2705,Rocco Mediate,0.41,275.5,704,,62.16,-0.621,68.91,51.8,72.975,-0.248,-0.682,0.03,48.0,2011
2706,Aron Price,0.4,282.6,655,,67.09,0.094,70.29,55.19,70.729,-0.176,0.453,-0.091,49.0,2011
2707,Tag Ridings,0.4,303.3,618,,63.58,0.066,56.99,55.37,71.325,0.114,-0.165,-0.251,74.0,2011
2708,Boo Weekley,0.38,296.6,286,,71.68,-1.1,66.74,52.85,71.176,0.683,0.492,-0.357,57.0,2011
2709,Jarrod Lyle,0.37,286.1,353,,61.95,-0.163,58.86,57.3,71.617,-0.175,-0.505,0.024,72.0,2011
2710,Scott Gutschewski,0.36,298.0,530,,62.62,-0.638,58.06,56.68,71.582,-0.072,-0.013,0.056,55.0,2011
2711,Fabián Gómez,0.34,288.4,652,,65.2,-0.117,63.08,52.1,71.639,-0.186,-0.146,-0.152,69.0,2011
2712,Michael Connell,0.34,279.5,971,,63.82,-0.097,65.79,60.81,71.326,-0.393,0.042,0.023,72.0,2011
2713,Kent Jones,0.34,285.0,827,,66.12,0.028,66.13,54.5,71.001,-0.059,-0.008,-0.137,67.0,2011
2714,Andres Gonzales,0.33,293.1,350,,64.42,0.143,61.49,52.85,71.634,-0.473,-0.184,-0.137,46.0,2011
2715,Zack Miller,0.33,299.5,969,,61.79,-0.483,57.06,54.26,71.89,0.057,-0.612,-0.012,75.0,2011
2716,Jim Renner,0.32,296.8,552,,65.01,0.149,59.1,58.22,71.372,0.162,-0.188,-0.234,53.0,2011
2717,Nathan Green,0.31,285.0,591,,62.34,0.108,59.44,60.92,71.298,-0.367,-0.225,0.091,70.0,2011
2718,Justin Hicks,0.3,286.0,266,,65.71,-0.955,69.88,50.47,72.008,0.202,-0.192,-0.472,44.0,2011
2719,Marc Turnesa,0.3,282.8,807,,65.6,0.219,62.93,52.8,71.533,-0.077,-0.092,-0.416,46.0,2011
2720,Derek Lamely,0.3,297.9,795,,62.87,-0.321,50.57,50.83,72.606,-0.7,-0.636,0.273,58.0,2011
2721,Alex Prugh,0.3,298.6,797,,65.95,-0.582,57.35,47.91,71.904,0.204,-0.109,-0.47,71.0,2011
2722,D.J. Brigman,0.29,290.2,651,,60.92,-0.245,55.27,53.49,71.803,-0.606,-0.119,-0.083,55.0,2011
2723,Ben Martin,0.28,289.5,539,,64.76,0.406,63.43,52.93,71.419,0.073,-0.301,-0.453,65.0,2011
2724,Jim Herman,0.26,301.7,392,,67.94,-0.344,56.98,56.53,71.377,0.244,0.011,-0.09,57.0,2011
2725,Lee Janzen,0.25,290.1,453,,63.1,0.17,63.04,54.84,71.525,-0.401,-0.264,0.052,50.0,2011
2726,Troy Merritt,0.24,286.8,771,,64.12,-0.334,62.04,56.35,72.083,-0.181,-0.468,-0.049,57.0,2011
2727,Alexandre Rocha,0.21,290.9,394,,68.23,-0.001,62.23,55.21,71.262,-0.184,0.005,-0.195,49.0,2011
2728,Joseph Bramlett,0.1,295.6,555,,65.21,-0.581,59.54,56.51,71.714,0.03,0.068,0.013,61.0,2011
2729,Will Strickler,0.09,304.1,785,,62.06,0.294,57.38,54.21,72.177,-0.267,-0.648,-0.38,43.0,2011
2730,Rich Beem,0.07,286.1,632,,61.95,-0.592,63.87,52.89,72.76,-0.152,-0.257,-0.28,46.0,2011
2731,Jason Day,13.44,304.2,7,10.0,67.23,1.13,50.46,61.92,69.313,0.186,0.426,0.375,54.0,2016
2732,Dustin Johnson,11.59,313.6,1,15.0,67.82,0.281,57.17,59.58,69.172,1.117,0.43,0.066,63.0,2016
2733,Rory McIlroy,11.12,306.8,6,8.0,69.62,-0.207,61.06,58.7,69.646,1.23,0.447,0.211,48.0,2016
2734,Jordan Spieth,9.68,295.4,2,8.0,63.52,0.758,58.14,63.93,69.52,0.402,0.145,0.264,58.0,2016
2735,Adam Scott,7.26,304.6,22,9.0,70.76,-0.168,55.55,59.5,69.47,0.522,1.491,0.049,56.0,2016
2736,Bubba Watson,6.28,310.6,57,4.0,69.16,-0.367,55.11,52.74,70.333,0.983,0.393,-0.017,51.0,2016
2737,Patrick Reed,6.22,297.4,20,11.0,64.65,0.28,55.96,63.97,70.17,0.183,0.158,0.406,78.0,2016
2738,Rickie Fowler,5.85,301.6,8,8.0,69.26,0.153,58.69,62.21,70.118,0.529,0.308,0.387,64.0,2016
2739,Justin Rose,5.54,303.9,13,5.0,67.92,-0.197,57.9,58.1,70.148,0.678,0.409,0.237,49.0,2016
2740,Sergio Garcia,5.2,299.9,10,4.0,70.15,-0.388,61.76,57.66,69.999,0.737,0.482,-0.031,31.0,2016
2741,Paul Casey,5.09,295.2,15,7.0,70.8,0.112,64.67,61.44,69.95,0.494,0.616,0.15,57.0,2016
2742,Branden Grace,5.07,295.6,42,6.0,66.76,-0.105,55.14,59.05,70.204,0.326,0.603,0.032,42.0,2016
2743,Phil Mickelson,5.0,294.8,30,6.0,66.05,0.565,54.82,64.32,69.582,-0.145,0.726,0.218,59.0,2016
2744,Jimmy Walker,4.83,301.3,48,5.0,63.96,0.222,48.31,57.71,70.393,0.044,0.69,0.225,71.0,2016
2745,Matt Kuchar,4.65,285.8,12,10.0,67.82,0.381,65.67,61.51,69.844,0.364,0.326,0.242,77.0,2016
2746,Hideki Matsuyama,4.6,294.5,3,8.0,68.11,-0.025,62.04,60.86,70.034,0.527,0.774,0.015,58.0,2016
2747,Russell Knox,4.34,285.8,61,4.0,69.73,-0.054,68.51,61.86,70.319,0.13,0.356,0.073,65.0,2016
2748,Louis Oosthuizen,4.21,294.0,21,3.0,68.15,-0.021,61.67,54.21,70.327,0.387,0.3,0.17,42.0,2016
2749,J.B. Holmes,4.14,314.5,58,6.0,65.17,-0.129,51.68,56.68,70.523,0.663,-0.151,0.233,61.0,2016
2750,Brooks Koepka,4.08,302.6,11,7.0,66.98,0.445,58.6,55.53,69.956,0.542,0.139,-0.033,60.0,2016
2751,Brandt Snedeker,3.89,292.6,41,7.0,65.67,0.395,58.69,62.73,70.203,-0.059,0.164,0.32,75.0,2016
2752,Charl Schwartzel,3.82,296.7,27,5.0,68.73,-0.137,56.86,59.64,70.004,0.304,0.652,0.224,56.0,2016
2753,Emiliano Grillo,3.81,294.3,60,3.0,68.52,-0.056,66.93,55.1,70.637,0.446,0.255,-0.167,73.0,2016
2754,Jim Furyk,3.73,280.8,115,3.0,68.27,0.067,69.09,57.24,70.13,-0.234,0.465,0.232,44.0,2016
2755,Kevin Chappell,3.65,296.3,26,8.0,66.37,-0.307,60.68,59.15,70.501,0.317,0.634,0.126,78.0,2016
2756,Zach Johnson,3.63,280.1,43,5.0,64.53,0.395,65.23,62.11,70.364,-0.269,0.163,0.321,73.0,2016
2757,Ryan Moore,3.42,283.2,46,9.0,65.78,0.351,66.52,60.12,70.317,-0.112,0.418,0.237,65.0,2016
2758,Justin Thomas,3.34,301.3,4,7.0,65.63,-0.185,53.94,55.56,70.571,0.029,0.494,-0.017,75.0,2016
2759,Scott Piercy,3.25,297.9,85,3.0,67.33,-0.292,59.41,57.29,70.855,0.608,0.116,0.002,65.0,2016
2760,Kevin Kisner,3.2,289.0,24,6.0,65.19,0.672,64.92,56.88,70.489,0.348,-0.142,-0.331,73.0,2016
2761,Daniel Berger,3.09,298.4,25,6.0,67.67,0.175,56.68,56.95,70.339,0.329,0.49,-0.1,72.0,2016
2762,Kevin Na,3.07,279.6,67,8.0,66.73,0.074,65.3,58.53,70.298,-0.322,0.788,0.087,69.0,2016
2763,Bill Haas,2.97,289.6,40,6.0,67.14,-0.174,62.34,63.3,70.444,0.068,0.272,0.353,64.0,2016
2764,William McGirt,2.97,287.6,69,7.0,67.35,0.36,65.28,60.76,70.393,0.37,0.256,-0.029,88.0,2016
2765,Shane Lowry,2.92,298.7,87,2.0,64.51,0.113,61.85,53.91,70.64,0.296,-0.18,0.139,37.0,2016
2766,Francesco Molinari,2.85,286.7,18,3.0,64.93,-0.296,63.76,60.4,70.436,0.192,0.484,0.183,57.0,2016
2767,Gary Woodland,2.74,306.1,45,4.0,68.74,-0.162,56.69,60.16,70.234,0.695,0.522,0.088,78.0,2016
2768,Charley Hoffman,2.62,298.2,23,1.0,64.58,-0.092,54.8,57.75,70.658,0.384,0.161,-0.085,71.0,2016
2769,Marc Leishman,2.6,295.0,16,2.0,65.31,0.252,60.55,60.34,70.554,0.159,-0.092,0.191,65.0,2016
2770,Danny Lee,2.52,286.6,96,2.0,63.95,-0.221,64.05,57.19,71.118,0.108,0.205,0.02,71.0,2016
2771,Si Woo Kim,2.5,293.5,39,5.0,64.83,-0.102,62.84,62.32,70.56,0.257,-0.168,0.403,99.0,2016
2772,David Lingmerth,2.44,284.8,107,2.0,63.99,0.055,67.36,59.57,71.05,0.193,0.116,-0.103,60.0,2016
2773,Daniel Summerhays,2.35,288.0,112,2.0,63.02,0.592,58.65,57.21,70.771,-0.126,-0.257,0.027,79.0,2016
2774,Jason Dufner,2.34,293.2,34,6.0,70.15,-0.353,62.83,56.39,70.212,0.29,0.469,0.081,79.0,2016
2775,James Hahn,2.31,290.9,66,3.0,64.58,-0.243,60.71,55.72,71.245,0.1,-0.082,0.135,70.0,2016
2776,Ryan Palmer,2.25,304.7,132,3.0,67.83,-0.094,57.88,57.63,70.229,0.625,0.242,0.0,78.0,2016
2777,Harris English,2.2,299.2,158,3.0,64.83,0.594,55.01,60.1,70.463,-0.236,0.24,0.138,73.0,2016
2778,Roberto Castro,2.13,284.2,171,4.0,69.13,-0.257,69.37,60.11,70.588,0.217,0.437,0.19,88.0,2016
2779,Webb Simpson,2.1,286.3,37,2.0,67.14,-0.482,62.17,59.42,70.359,0.146,0.728,0.276,58.0,2016
2780,Luke Donald,2.1,282.9,113,2.0,64.61,0.148,56.69,64.15,70.918,-0.665,0.465,0.429,59.0,2016
2781,Billy Horschel,2.08,293.0,50,5.0,67.7,0.112,60.71,54.55,70.548,0.201,0.422,-0.102,57.0,2016
2782,Fabián Gómez,2.0,289.0,249,4.0,63.71,0.213,61.44,56.59,71.346,0.009,-0.289,0.03,73.0,2016
2783,Jhonattan Vegas,1.97,304.4,38,5.0,69.71,0.072,56.57,58.97,70.903,0.589,0.18,-0.112,81.0,2016
2784,Chris Kirk,1.97,285.9,147,3.0,64.05,-0.006,62.02,62.73,70.92,0.086,0.369,0.205,74.0,2016
2785,Sean O'Hair,1.92,302.2,75,2.0,67.17,0.208,58.84,57.79,70.677,0.325,-0.187,0.024,84.0,2016
2786,Tony Finau,1.89,312.2,49,2.0,65.09,-0.088,52.48,57.96,70.797,0.365,-0.247,-0.045,78.0,2016
2787,Robert Streb,1.84,294.7,119,1.0,66.2,-0.396,57.48,55.77,71.223,0.05,0.366,0.209,66.0,2016
2788,Steve Stricker,1.82,278.0,80,3.0,63.0,0.62,63.23,66.01,69.996,-0.44,-0.003,0.544,45.0,2016
2789,Graeme McDowell,1.81,281.4,137,5.0,64.44,-0.199,67.7,58.85,70.899,-0.129,0.153,-0.003,45.0,2016
2790,Jim Herman,1.81,291.1,111,2.0,65.65,-0.318,65.59,58.96,71.206,0.364,-0.288,-0.122,71.0,2016
2791,Smylie Kaufman,1.76,299.0,194,4.0,66.29,0.113,52.91,54.87,71.015,-0.022,0.039,0.059,72.0,2016
2792,Jason Kokrak,1.74,307.4,104,4.0,68.66,-0.288,58.41,58.37,70.57,0.594,0.424,-0.238,75.0,2016
2793,Brendan Steele,1.73,302.2,59,2.0,68.72,-0.287,60.29,54.76,70.855,0.331,0.238,-0.188,69.0,2016
2794,Anirban Lahiri,1.72,291.7,68,1.0,62.88,-0.02,56.31,56.4,71.139,0.025,0.143,-0.08,48.0,2016
2795,Jamie Lovemark,1.56,304.8,81,5.0,65.32,0.131,57.32,61.44,70.896,0.609,-0.459,0.294,83.0,2016
2796,Jon Curran,1.52,271.9,297,3.0,63.02,0.407,64.35,63.28,71.145,-0.659,0.001,0.304,84.0,2016
2797,Charles Howell III,1.52,303.4,63,5.0,68.01,0.152,52.6,60.88,70.418,0.039,0.046,0.323,79.0,2016
2798,Patton Kizzire,1.5,291.3,280,5.0,64.48,0.442,55.23,56.24,70.921,-0.34,0.339,-0.08,75.0,2016
2799,Russell Henley,1.48,295.6,44,4.0,68.27,0.193,63.15,61.06,70.558,0.269,0.136,-0.038,69.0,2016
2800,Jerry Kelly,1.48,278.2,327,2.0,66.67,-0.214,71.2,64.04,70.937,0.013,0.427,-0.059,60.0,2016
2801,Vaughn Taylor,1.45,287.0,217,1.0,64.43,-0.424,61.59,54.66,71.028,-0.113,0.612,-0.042,67.0,2016
2802,Kevin Streelman,1.42,289.1,138,2.0,69.17,-0.326,64.37,52.97,71.054,0.289,0.238,-0.008,64.0,2016
2803,Colt Knost,1.42,269.7,333,3.0,65.25,0.395,73.36,61.9,70.785,-0.294,0.228,-0.131,71.0,2016
2804,Kyle Reifers,1.38,287.3,331,5.0,67.62,0.12,65.29,55.95,70.965,0.117,0.04,-0.113,97.0,2016
2805,David Hearn,1.35,281.2,227,2.0,68.25,0.214,65.94,61.14,70.87,-0.303,0.532,0.081,82.0,2016
2806,John Senden,1.34,289.7,400,1.0,68.86,0.321,60.07,59.13,70.717,0.318,0.199,-0.299,79.0,2016
2807,K.J. Choi,1.33,275.3,383,2.0,65.37,0.349,66.18,61.54,71.093,-0.317,0.263,0.159,67.0,2016
2808,Keegan Bradley,1.33,300.0,92,2.0,69.58,-0.631,64.57,54.57,70.741,0.305,0.419,0.205,63.0,2016
2809,Billy Hurley III,1.32,277.7,165,2.0,62.71,0.433,65.36,61.63,70.846,-0.206,0.226,-0.104,59.0,2016
2810,Ben Martin,1.32,288.8,202,2.0,66.73,0.14,62.14,54.84,71.282,0.079,0.081,-0.277,80.0,2016
2811,Brian Harman,1.31,289.7,28,2.0,64.85,0.465,63.41,61.4,70.996,0.27,-0.611,0.12,92.0,2016
2812,Patrick Rodgers,1.28,300.5,151,3.0,69.22,-0.193,57.74,58.17,70.833,0.356,-0.009,0.157,71.0,2016
2813,Troy Merritt,1.27,287.2,339,1.0,63.13,0.244,60.89,57.93,71.674,-0.303,-0.138,-0.166,65.0,2016
2814,Freddie Jacobson,1.26,280.3,514,3.0,64.86,0.487,59.03,60.29,70.809,-0.223,-0.059,0.05,72.0,2016
2815,Alex Cejka,1.26,281.5,257,4.0,67.99,0.01,65.89,65.03,70.675,-0.292,0.626,0.297,51.0,2016
2816,Brian Stuard,1.25,277.7,216,1.0,63.3,-0.022,71.07,62.16,71.242,-0.1,-0.11,0.14,60.0,2016
2817,Chez Reavie,1.21,287.3,100,2.0,68.09,-0.262,68.22,62.75,70.661,0.262,0.567,-0.068,76.0,2016
2818,Bryce Molder,1.18,280.2,408,5.0,61.32,0.553,62.53,65.38,70.901,-0.181,-0.331,0.498,67.0,2016
2819,Vijay Singh,1.18,289.8,289,2.0,62.73,-0.094,56.73,56.52,71.057,0.023,-0.01,0.209,65.0,2016
2820,Jason Bohn,1.18,276.3,797,3.0,66.33,0.032,67.56,56.16,71.126,-0.259,0.272,-0.265,59.0,2016
2821,Aaron Baddeley,1.16,291.7,169,5.0,63.11,0.586,55.42,64.3,70.888,-0.366,-0.362,0.402,75.0,2016
2822,Padraig Harrington,1.14,289.6,155,1.0,62.96,-0.342,60.66,60.0,71.032,-0.292,0.159,0.408,44.0,2016
2823,Martin Laird,1.13,298.5,91,3.0,67.66,0.158,55.14,58.37,70.867,-0.178,0.313,0.053,71.0,2016
2824,Cameron Tringale,1.12,285.1,313,1.0,65.66,0.057,59.57,57.14,71.256,-0.443,0.257,0.104,70.0,2016
2825,Graham DeLaet,1.07,297.9,98,3.0,68.35,-0.227,60.11,52.39,71.074,0.444,0.662,-0.567,59.0,2016
2826,Johnson Wagner,1.05,289.4,294,3.0,69.38,0.273,61.13,57.81,70.781,0.03,0.219,-0.154,76.0,2016
2827,Scott Brown,1.02,292.5,120,4.0,65.03,0.01,63.65,59.03,71.098,0.545,-0.038,-0.124,70.0,2016
2828,Jonas Blixt,1.0,290.3,349,2.0,60.96,0.527,57.79,61.05,71.19,-0.093,-0.303,0.012,68.0,2016
2829,Sung Kang,0.99,292.4,95,2.0,65.26,0.186,59.36,59.74,70.856,-0.009,-0.121,-0.053,73.0,2016
2830,Ricky Barnes,0.99,287.6,276,4.0,65.77,0.385,54.27,59.86,70.784,-0.518,0.2,0.227,80.0,2016
2831,Chad Campbell,0.98,287.9,181,3.0,68.15,-0.223,64.39,62.21,70.566,0.048,0.235,0.346,80.0,2016
2832,Will Wilcox,0.95,292.9,589,2.0,63.42,-0.027,59.34,58.18,71.055,0.04,0.159,-0.261,57.0,2016
2833,Harold Varner III,0.95,302.0,136,4.0,66.24,-0.357,59.33,56.53,71.045,0.472,0.057,-0.078,80.0,2016
2834,Adam Hadwin,0.94,290.1,47,2.0,66.07,0.53,63.62,58.27,70.719,0.223,-0.055,-0.081,88.0,2016
2835,Andrew Loupe,0.94,309.3,496,4.0,63.41,0.28,45.56,52.83,71.423,-0.005,-0.281,-0.172,67.0,2016
2836,Boo Weekley,0.93,291.5,371,2.0,67.87,-0.225,66.98,58.33,71.0,0.571,-0.09,-0.174,71.0,2016
2837,Hudson Swafford,0.89,306.9,79,1.0,68.8,0.205,61.43,54.97,70.875,0.497,0.32,-0.561,92.0,2016
2838,Spencer Levin,0.89,281.3,381,2.0,66.33,0.008,67.79,59.41,70.927,0.043,0.003,0.184,82.0,2016
2839,Chris Stroud,0.84,286.3,163,1.0,66.6,0.15,60.7,56.96,71.101,-0.069,0.159,-0.119,69.0,2016
2840,Robert Garrigus,0.84,303.3,190,3.0,69.32,-0.2,53.91,53.48,70.848,0.35,0.734,-0.286,55.0,2016
2841,Michael Thompson,0.82,291.4,299,1.0,66.18,-0.151,60.57,57.49,71.204,0.015,0.16,0.051,54.0,2016
2842,David Toms,0.8,269.7,808,1.0,65.5,0.132,67.98,61.04,70.872,-0.39,0.36,0.278,54.0,2016
2843,Zac Blair,0.78,275.3,347,2.0,62.34,0.195,69.86,62.73,71.49,-0.068,-0.498,0.001,81.0,2016
2844,Morgan Hoffmann,0.78,294.4,173,1.0,63.27,0.208,57.8,58.24,71.372,-0.07,-0.192,-0.062,59.0,2016
2845,Hiroshi Iwata,0.77,288.8,654,1.0,59.5,0.174,58.34,59.34,71.693,0.012,-0.562,-0.033,67.0,2016
2846,John Huh,0.76,284.7,311,3.0,66.21,-0.187,68.3,62.09,71.104,0.127,0.11,0.05,79.0,2016
2847,Lucas Glover,0.76,298.3,93,2.0,71.63,-0.192,64.37,57.18,70.534,0.565,0.308,-0.11,67.0,2016
2848,Blayne Barber,0.75,289.6,279,1.0,66.74,0.01,62.37,57.62,71.032,0.018,0.127,-0.056,74.0,2016
2849,Martin Piller,0.74,286.6,351,2.0,64.33,0.518,58.97,58.47,71.813,-0.444,-0.549,-0.24,47.0,2016
2850,Brett Stegmaier,0.74,295.3,521,3.0,66.8,-0.061,60.93,58.27,70.995,0.128,0.133,-0.152,75.0,2016
2851,Geoff Ogilvy,0.71,291.9,253,1.0,63.65,-0.437,61.24,56.22,71.464,-0.081,0.173,0.157,50.0,2016
2852,Tyrone Van Aswegen,0.7,288.0,332,2.0,64.81,-0.064,52.91,60.84,71.189,-0.393,0.571,-0.013,88.0,2016
2853,Ken Duke,0.7,280.2,561,2.0,59.26,-0.524,64.18,52.53,71.88,0.04,-0.202,-0.048,48.0,2016
2854,Peter Malnati,0.69,279.7,641,3.0,62.09,0.491,60.54,58.79,71.686,-0.538,-0.532,-0.073,74.0,2016
2855,Greg Owen,0.68,297.7,358,1.0,69.75,-0.987,59.22,51.7,71.677,0.177,0.475,-0.279,69.0,2016
